deal_id,company_id,company_name,segment,industry,employees,plan,stage,stage_order,amount,created_at,closed_at,is_closed,is_won,won_amount,days_to_close,sales_cycle_bucket,deal_quarter,deal_month,close_quarter,is_open,total_activities,total_calls,total_emails,total_meetings,total_demos,positive_outcomes,negative_outcomes,positive_outcome_pct
DEAL-0367,COMP-0126,Marques,Mid-Market,Healthtech,3696,Starter,Closed Lost,6,3582,2024-10-05,2025-03-18,True,False,0,164,Mais de 90 dias,Q4 2024,2024-10,Q1 2025,False,4,0,1,0,1,1,3,25.0
DEAL-0368,COMP-0233,Silveira - ME,Mid-Market,Healthtech,826,Pro,Closed Lost,6,23984,2024-09-14,2024-12-25,True,False,0,102,Mais de 90 dias,Q3 2024,2024-09,Q4 2024,False,10,1,2,4,1,2,4,20.0
DEAL-0369,COMP-0110,Alves - ME,SMB,SaaS,2499,Growth,Closed Lost,6,10183,2023-07-17,2023-11-26,True,False,0,132,Mais de 90 dias,Q3 2023,2023-07,Q4 2023,False,7,0,0,1,1,3,3,42.9
DEAL-0370,COMP-0179,Fonseca,Mid-Market,Healthtech,850,Growth,Proposal,3,1198,2023-03-31,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,7,2,1,1,3,3,2,42.9
DEAL-0371,COMP-0043,Mendes,SMB,Fintech,1850,Enterprise,Negotiation,4,71982,2024-05-16,,False,False,0,,Em andamento,Q2 2024,2024-05,,True,4,1,1,0,1,1,1,25.0
DEAL-0372,COMP-0116,Gonçalves,Mid-Market,Fintech,210,Enterprise,Prospecting,1,87978,2023-12-13,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,8,0,1,4,1,4,2,50.0
DEAL-0373,COMP-0256,Viana Lima - EI,SMB,Fintech,2063,Enterprise,Closed Won,5,43989,2024-07-25,2024-08-31,True,True,43989,37,31 a 60 dias,Q3 2024,2024-07,Q3 2024,False,4,1,1,1,0,1,3,25.0
DEAL-0374,COMP-0254,Camargo,SMB,Edtech,411,Growth,Closed Won,5,7787,2022-01-25,2022-07-23,True,True,7787,179,Mais de 90 dias,Q1 2022,2022-01,Q3 2022,False,8,1,1,1,3,2,2,25.0
DEAL-0375,COMP-0253,Leão Siqueira S.A.,SMB,E-commerce,189,Pro,Negotiation,4,29980,2023-10-29,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,8,1,1,2,1,2,0,25.0
DEAL-0376,COMP-0118,Rodrigues,SMB,Edtech,1602,Pro,Closed Lost,6,11992,2023-01-19,2023-06-15,True,False,0,147,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,5,0,2,1,0,1,3,20.0
DEAL-0377,COMP-0062,Garcia,SMB,Fintech,489,Pro,Proposal,3,8994,2023-12-04,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,8,2,2,1,3,1,2,12.5
DEAL-0378,COMP-0182,da Mata,SMB,SaaS,3292,Enterprise,Negotiation,4,91977,2023-03-08,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,7,0,3,3,0,3,3,42.9
DEAL-0379,COMP-0206,Ramos Lima - ME,Mid-Market,Healthtech,757,Pro,Closed Won,5,22485,2024-01-18,2024-05-06,True,True,22485,109,Mais de 90 dias,Q1 2024,2024-01,Q2 2024,False,8,2,2,2,2,2,4,25.0
DEAL-0380,COMP-0153,Cavalcanti,SMB,E-commerce,4928,Growth,Qualified,2,2396,2022-09-26,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,2,0,0,0,1,0,1,0.0
DEAL-0381,COMP-0021,Nogueira S/A,SMB,Edtech,2587,Enterprise,Closed Won,5,51987,2023-04-28,2023-09-24,True,True,51987,149,Mais de 90 dias,Q2 2023,2023-04,Q3 2023,False,5,1,0,2,1,0,2,0.0
DEAL-0382,COMP-0074,Lima,Enterprise,SaaS,2011,Enterprise,Qualified,2,3999,2022-11-03,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,9,0,2,1,6,2,2,22.2
DEAL-0383,COMP-0208,da Cunha,Mid-Market,E-commerce,3382,Growth,Qualified,2,12579,2024-10-20,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,2,1,0,1,0,0,0,0.0
DEAL-0384,COMP-0294,Ramos,Mid-Market,Healthtech,894,Enterprise,Negotiation,4,39990,2023-10-09,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,10,1,2,4,3,2,4,20.0
DEAL-0385,COMP-0051,da Cunha Brito e Filhos,SMB,SaaS,816,Enterprise,Proposal,3,15996,2022-04-08,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,7,1,2,2,1,2,4,28.6
DEAL-0386,COMP-0074,Lima,Enterprise,SaaS,2011,Pro,Closed Won,5,23984,2022-05-03,2022-07-04,True,True,23984,62,61 a 90 dias,Q2 2022,2022-05,Q3 2022,False,4,2,0,0,1,1,0,25.0
DEAL-0387,COMP-0006,Santos - EI,SMB,E-commerce,63,Pro,Closed Won,5,13491,2022-07-17,2022-11-16,True,True,13491,122,Mais de 90 dias,Q3 2022,2022-07,Q4 2022,False,5,0,2,1,1,2,1,40.0
DEAL-0388,COMP-0098,Ribeiro,SMB,Edtech,2722,Pro,Proposal,3,1499,2023-06-12,,False,False,0,,Em andamento,Q2 2023,2023-06,,True,5,2,2,0,0,2,2,40.0
DEAL-0389,COMP-0087,Andrade,SMB,SaaS,2535,Growth,Proposal,3,11381,2023-12-21,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,2,0,1,0,0,1,1,50.0
DEAL-0390,COMP-0135,Cardoso,SMB,E-commerce,2456,Pro,Negotiation,4,17988,2022-12-24,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,8,1,1,2,4,2,3,25.0
DEAL-0391,COMP-0065,Silveira - ME,Enterprise,SaaS,1532,Enterprise,Proposal,3,95976,2024-11-11,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,9,1,2,1,3,2,3,22.2
DEAL-0392,COMP-0022,Andrade Carvalho e Filhos,Mid-Market,Healthtech,3768,Enterprise,Proposal,3,79980,2022-06-10,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,6,1,2,1,1,4,1,66.7
DEAL-0393,COMP-0068,Sampaio e Filhos,Mid-Market,Healthtech,4791,Growth,Proposal,3,12579,2022-10-24,,False,False,0,,Em andamento,Q4 2022,2022-10,,True,5,0,1,2,1,1,1,20.0
DEAL-0394,COMP-0049,Gonçalves,SMB,Healthtech,3344,Enterprise,Closed Won,5,11997,2023-11-22,2024-03-15,True,True,11997,114,Mais de 90 dias,Q4 2023,2023-11,Q1 2024,False,6,2,2,0,1,1,2,16.7
DEAL-0395,COMP-0203,Silveira,Enterprise,E-commerce,4730,Growth,Prospecting,1,6589,2023-12-05,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,2,1,1,0,0,1,1,50.0
DEAL-0396,COMP-0061,Ramos,Mid-Market,Edtech,3996,Pro,Proposal,3,29980,2023-08-20,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,9,1,2,1,2,2,1,22.2
DEAL-0397,COMP-0227,Sampaio,SMB,Edtech,4461,Pro,Closed Won,5,35976,2023-07-10,2023-11-07,True,True,35976,120,Mais de 90 dias,Q3 2023,2023-07,Q4 2023,False,10,4,2,1,1,3,4,30.0
DEAL-0398,COMP-0038,Casa Grande - EI,SMB,Healthtech,576,Enterprise,Negotiation,4,23994,2024-07-11,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,3,0,1,1,0,1,2,33.3
DEAL-0399,COMP-0136,Borges,Mid-Market,Healthtech,4419,Growth,Qualified,2,14376,2022-02-17,,False,False,0,,Em andamento,Q1 2022,2022-02,,True,5,1,0,3,1,0,4,0.0
DEAL-0400,COMP-0232,Dias Ltda.,SMB,Edtech,2729,Starter,Qualified,2,1393,2023-05-31,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,3,1,0,1,0,1,1,33.3
DEAL-0401,COMP-0120,Martins S/A,Mid-Market,SaaS,3492,Starter,Qualified,2,597,2022-07-30,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,4,0,0,0,1,0,3,0.0
DEAL-0402,COMP-0298,Nunes S.A.,SMB,Edtech,4356,Starter,Closed Lost,6,199,2024-08-27,2025-01-21,True,False,0,147,Mais de 90 dias,Q3 2024,2024-08,Q1 2025,False,5,3,1,0,0,3,0,60.0
DEAL-0403,COMP-0051,da Cunha Brito e Filhos,SMB,SaaS,816,Starter,Closed Won,5,1791,2024-12-09,2025-01-06,True,True,1791,28,Ate 30 dias,Q4 2024,2024-12,Q1 2025,False,2,1,0,0,1,0,2,0.0
DEAL-0404,COMP-0098,Ribeiro,SMB,Edtech,2722,Enterprise,Closed Won,5,39990,2022-06-22,2022-12-13,True,True,39990,174,Mais de 90 dias,Q2 2022,2022-06,Q4 2022,False,7,0,2,2,2,1,3,14.3
DEAL-0405,COMP-0223,Melo S.A.,Mid-Market,E-commerce,3409,Enterprise,Qualified,2,83979,2023-08-05,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,5,2,1,1,1,1,3,20.0
DEAL-0406,COMP-0298,Nunes S.A.,SMB,Edtech,4356,Growth,Qualified,2,599,2024-12-14,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,7,3,0,0,2,2,2,28.6
DEAL-0407,COMP-0155,Andrade S.A.,SMB,E-commerce,574,Pro,Prospecting,1,23984,2024-01-01,,False,False,0,,Em andamento,Q1 2024,2024-01,,True,3,0,2,1,0,0,2,0.0
DEAL-0408,COMP-0135,Cardoso,SMB,E-commerce,2456,Enterprise,Negotiation,4,19995,2023-07-12,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,9,1,0,2,3,7,2,77.8
DEAL-0409,COMP-0235,Pastor,Mid-Market,Fintech,622,Enterprise,Closed Lost,6,83979,2022-12-29,2023-06-05,True,False,0,158,Mais de 90 dias,Q4 2022,2022-12,Q2 2023,False,9,1,2,1,1,3,3,33.3
DEAL-0410,COMP-0056,Almeida Ltda.,SMB,Edtech,130,Pro,Closed Won,5,17988,2024-06-09,2024-10-28,True,True,17988,141,Mais de 90 dias,Q2 2024,2024-06,Q4 2024,False,3,1,0,1,0,0,1,0.0
DEAL-0411,COMP-0250,Cardoso,Mid-Market,Healthtech,2058,Starter,Negotiation,4,2985,2023-04-11,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,2,0,0,2,0,1,0,50.0
DEAL-0412,COMP-0002,Macedo,SMB,SaaS,4477,Pro,Proposal,3,7495,2024-04-24,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,9,1,4,1,0,4,2,44.4
DEAL-0413,COMP-0250,Cardoso,Mid-Market,Healthtech,2058,Growth,Proposal,3,7188,2022-01-01,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,5,3,0,0,1,1,1,20.0
DEAL-0414,COMP-0118,Rodrigues,SMB,Edtech,1602,Starter,Proposal,3,4577,2024-12-31,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,5,2,0,1,2,1,1,20.0
DEAL-0415,COMP-0166,Novais,Mid-Market,Healthtech,4558,Starter,Closed Lost,6,2786,2024-09-04,2024-11-26,True,False,0,83,61 a 90 dias,Q3 2024,2024-09,Q4 2024,False,4,0,0,1,1,1,2,25.0
DEAL-0416,COMP-0079,Dias,SMB,Edtech,1735,Pro,Closed Won,5,10493,2023-04-19,2023-04-27,True,True,10493,8,Ate 30 dias,Q2 2023,2023-04,Q2 2023,False,6,0,1,2,1,3,2,50.0
DEAL-0417,COMP-0280,Casa Grande Rezende Ltda.,Enterprise,Healthtech,760,Enterprise,Proposal,3,31992,2024-06-14,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,8,0,4,1,1,5,1,62.5
DEAL-0418,COMP-0264,Farias S/A,Mid-Market,Fintech,3265,Enterprise,Qualified,2,31992,2024-03-09,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,9,2,0,1,3,0,4,0.0
DEAL-0419,COMP-0096,Mendes da Luz e Filhos,Mid-Market,Healthtech,2699,Growth,Proposal,3,10183,2024-05-14,,False,False,0,,Em andamento,Q2 2024,2024-05,,True,6,2,0,3,0,3,2,50.0
DEAL-0420,COMP-0104,Pires S/A,Enterprise,Edtech,1624,Pro,Closed Won,5,20986,2023-07-11,2023-09-28,True,True,20986,79,61 a 90 dias,Q3 2023,2023-07,Q3 2023,False,4,2,0,1,1,4,0,100.0
DEAL-0421,COMP-0235,Pastor,Mid-Market,Fintech,622,Growth,Qualified,2,2995,2022-05-21,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,3,1,0,0,1,2,0,66.7
DEAL-0422,COMP-0108,Gonçalves - ME,SMB,Fintech,3454,Enterprise,Proposal,3,35991,2024-07-21,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,3,1,0,0,2,0,2,0.0
DEAL-0423,COMP-0044,Cirino,SMB,Edtech,4547,Pro,Closed Won,5,1499,2024-10-04,2024-11-28,True,True,1499,55,31 a 60 dias,Q4 2024,2024-10,Q4 2024,False,3,1,0,1,1,1,1,33.3
DEAL-0424,COMP-0030,Pires,Mid-Market,Edtech,2195,Starter,Qualified,2,1194,2024-12-31,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,8,3,1,1,1,1,5,12.5
DEAL-0425,COMP-0213,Camargo S/A,SMB,Edtech,2973,Growth,Closed Lost,6,13777,2023-08-01,2023-10-15,True,False,0,75,61 a 90 dias,Q3 2023,2023-08,Q4 2023,False,2,1,1,0,0,0,0,0.0
DEAL-0426,COMP-0208,da Cunha,Mid-Market,E-commerce,3382,Growth,Proposal,3,1797,2022-01-17,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,4,1,1,1,1,2,0,50.0
DEAL-0427,COMP-0109,Barros,Mid-Market,Fintech,4672,Growth,Qualified,2,6589,2024-10-07,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,10,0,3,3,2,2,2,20.0
DEAL-0428,COMP-0276,Moura e Filhos,SMB,E-commerce,1789,Pro,Proposal,3,22485,2024-10-17,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,7,2,0,0,2,2,2,28.6
DEAL-0429,COMP-0006,Santos - EI,SMB,E-commerce,63,Starter,Closed Won,5,995,2022-03-06,2022-06-05,True,True,995,91,Mais de 90 dias,Q1 2022,2022-03,Q2 2022,False,6,1,1,2,1,2,1,33.3
DEAL-0430,COMP-0030,Pires,Mid-Market,Edtech,2195,Starter,Prospecting,1,3582,2024-03-14,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,8,2,2,1,1,3,3,37.5
DEAL-0431,COMP-0081,Pinto Ltda.,SMB,SaaS,766,Pro,Negotiation,4,19487,2023-01-29,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,9,0,6,1,0,3,0,33.3
DEAL-0432,COMP-0057,da Luz - ME,Enterprise,Fintech,1372,Enterprise,Closed Won,5,59985,2022-09-07,2022-11-16,True,True,59985,70,61 a 90 dias,Q3 2022,2022-09,Q4 2022,False,5,1,1,0,1,1,2,20.0
DEAL-0433,COMP-0098,Ribeiro,SMB,Edtech,2722,Growth,Qualified,2,8985,2022-03-10,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,8,0,0,4,2,1,4,12.5
DEAL-0434,COMP-0044,Cirino,SMB,Edtech,4547,Growth,Closed Won,5,9584,2022-07-12,2022-11-29,True,True,9584,140,Mais de 90 dias,Q3 2022,2022-07,Q4 2022,False,3,1,0,1,0,2,0,66.7
DEAL-0435,COMP-0242,da Conceição,SMB,SaaS,2413,Pro,Proposal,3,8994,2023-10-02,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,9,1,1,2,3,2,1,22.2
DEAL-0436,COMP-0230,Costa Macedo - EI,SMB,Healthtech,3133,Starter,Closed Won,5,1791,2022-03-28,2022-08-22,True,True,1791,147,Mais de 90 dias,Q1 2022,2022-03,Q3 2022,False,3,0,0,1,1,1,1,33.3
DEAL-0437,COMP-0216,Aragão,SMB,Edtech,1970,Growth,Negotiation,4,7188,2023-09-04,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,6,0,1,1,2,1,1,16.7
DEAL-0438,COMP-0134,da Rosa,Enterprise,Edtech,170,Growth,Closed Lost,6,12579,2023-03-23,2023-04-27,True,False,0,35,31 a 60 dias,Q1 2023,2023-03,Q2 2023,False,9,5,1,1,0,2,1,22.2
DEAL-0439,COMP-0035,Barros,SMB,Edtech,14,Growth,Proposal,3,5391,2022-01-31,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,3,1,0,1,1,0,1,0.0
DEAL-0440,COMP-0174,da Cruz,SMB,Healthtech,2275,Growth,Negotiation,4,599,2024-03-21,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,4,1,2,0,1,0,2,0.0
DEAL-0441,COMP-0227,Sampaio,SMB,Edtech,4461,Growth,Closed Lost,6,7188,2024-08-31,2025-02-06,True,False,0,159,Mais de 90 dias,Q3 2024,2024-08,Q1 2025,False,8,2,2,0,2,3,4,37.5
DEAL-0442,COMP-0067,Mendes,Enterprise,Edtech,2026,Enterprise,Closed Won,5,11997,2023-05-25,2023-07-11,True,True,11997,47,31 a 60 dias,Q2 2023,2023-05,Q3 2023,False,7,4,1,1,0,2,3,28.6
DEAL-0443,COMP-0292,Oliveira da Cunha S/A,SMB,Fintech,365,Starter,Closed Won,5,398,2023-11-25,2024-05-10,True,True,398,167,Mais de 90 dias,Q4 2023,2023-11,Q2 2024,False,9,2,3,0,4,4,5,44.4
DEAL-0444,COMP-0104,Pires S/A,Enterprise,Edtech,1624,Starter,Proposal,3,995,2022-11-12,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,8,0,3,1,2,0,4,0.0
DEAL-0445,COMP-0137,Leão Ltda.,SMB,E-commerce,3580,Pro,Negotiation,4,22485,2023-10-11,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,3,2,0,0,0,1,0,33.3
DEAL-0446,COMP-0147,Moreira Macedo Ltda.,Enterprise,Fintech,176,Pro,Closed Won,5,35976,2022-02-13,2022-05-27,True,True,35976,103,Mais de 90 dias,Q1 2022,2022-02,Q2 2022,False,7,3,0,3,1,1,3,14.3
DEAL-0447,COMP-0226,Peixoto,Mid-Market,Healthtech,4422,Enterprise,Qualified,2,91977,2022-03-22,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,6,2,0,3,0,3,2,50.0
DEAL-0448,COMP-0055,Monteiro Sampaio - ME,Mid-Market,SaaS,3640,Enterprise,Proposal,3,27993,2023-08-27,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,6,3,0,2,1,3,2,50.0
DEAL-0449,COMP-0107,da Mota e Filhos,Mid-Market,E-commerce,3306,Pro,Negotiation,4,35976,2023-12-14,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,4,0,0,1,0,2,1,50.0
DEAL-0450,COMP-0064,Abreu Garcia e Filhos,SMB,Edtech,1299,Starter,Negotiation,4,3383,2022-11-25,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,4,0,0,0,1,0,2,0.0
DEAL-0451,COMP-0300,Fernandes,Mid-Market,SaaS,4526,Pro,Qualified,2,26982,2023-08-29,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,9,1,3,2,1,3,3,33.3
DEAL-0452,COMP-0209,da Conceição Pires - EI,SMB,Healthtech,4516,Enterprise,Proposal,3,95976,2022-01-02,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,5,0,1,3,1,0,4,0.0
DEAL-0453,COMP-0101,Costela,Mid-Market,E-commerce,3584,Pro,Qualified,2,29980,2022-02-08,,False,False,0,,Em andamento,Q1 2022,2022-02,,True,5,4,0,0,0,2,1,40.0
DEAL-0454,COMP-0019,Farias S/A,Mid-Market,SaaS,1886,Enterprise,Qualified,2,27993,2022-05-10,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,4,1,0,0,1,2,1,50.0
DEAL-0455,COMP-0055,Monteiro Sampaio - ME,Mid-Market,SaaS,3640,Growth,Negotiation,4,11980,2024-10-15,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,2,1,0,1,0,0,1,0.0
DEAL-0456,COMP-0119,Cirino Abreu - EI,SMB,Fintech,1218,Pro,Proposal,3,5996,2024-04-19,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,9,2,4,0,0,1,3,11.1
DEAL-0457,COMP-0108,Gonçalves - ME,SMB,Fintech,3454,Starter,Prospecting,1,995,2022-05-17,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,10,1,1,5,2,3,4,30.0
DEAL-0458,COMP-0135,Cardoso,SMB,E-commerce,2456,Growth,Qualified,2,2396,2022-03-06,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,9,2,1,3,1,4,3,44.4
DEAL-0459,COMP-0239,Campos,Mid-Market,Fintech,2364,Starter,Negotiation,4,3781,2022-07-22,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,7,1,0,2,2,1,1,14.3
DEAL-0460,COMP-0208,da Cunha,Mid-Market,E-commerce,3382,Enterprise,Closed Won,5,67983,2024-03-06,2024-08-28,True,True,67983,175,Mais de 90 dias,Q1 2024,2024-03,Q3 2024,False,8,2,2,3,1,1,3,12.5
DEAL-0461,COMP-0112,Almeida - ME,SMB,Healthtech,1760,Pro,Closed Won,5,11992,2023-06-09,2023-06-28,True,True,11992,19,Ate 30 dias,Q2 2023,2023-06,Q2 2023,False,5,1,1,1,1,1,2,20.0
DEAL-0462,COMP-0066,Moraes Siqueira Ltda.,SMB,Fintech,3317,Growth,Closed Won,5,12579,2022-05-26,2022-06-05,True,True,12579,10,Ate 30 dias,Q2 2022,2022-05,Q2 2022,False,8,1,1,4,1,3,3,37.5
DEAL-0463,COMP-0030,Pires,Mid-Market,Edtech,2195,Enterprise,Negotiation,4,83979,2022-06-13,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,4,1,1,1,0,1,2,25.0
DEAL-0464,COMP-0134,da Rosa,Enterprise,Edtech,170,Pro,Prospecting,1,34477,2024-05-01,,False,False,0,,Em andamento,Q2 2024,2024-05,,True,6,2,0,2,1,2,3,33.3
DEAL-0465,COMP-0234,Cunha Ltda.,Enterprise,SaaS,1190,Starter,Prospecting,1,4776,2023-06-29,,False,False,0,,Em andamento,Q2 2023,2023-06,,True,9,2,1,2,1,2,2,22.2
DEAL-0466,COMP-0191,Duarte,SMB,Healthtech,4874,Starter,Prospecting,1,1393,2023-09-15,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,9,1,2,1,3,3,5,33.3
DEAL-0467,COMP-0032,Câmara Cunha S.A.,SMB,E-commerce,4110,Growth,Closed Lost,6,10782,2022-07-18,2022-08-19,True,False,0,32,31 a 60 dias,Q3 2022,2022-07,Q3 2022,False,7,0,2,0,1,3,1,42.9
DEAL-0468,COMP-0206,Ramos Lima - ME,Mid-Market,Healthtech,757,Growth,Proposal,3,11381,2023-01-31,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,8,4,0,0,0,3,3,37.5
DEAL-0469,COMP-0261,Sampaio,SMB,E-commerce,1357,Enterprise,Closed Won,5,95976,2023-01-02,2023-05-31,True,True,95976,149,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,4,2,0,1,0,1,0,25.0
DEAL-0470,COMP-0103,Novaes,SMB,Healthtech,23,Enterprise,Qualified,2,91977,2024-01-04,,False,False,0,,Em andamento,Q1 2024,2024-01,,True,5,3,0,0,2,1,0,20.0
DEAL-0471,COMP-0080,Costa,SMB,E-commerce,4150,Growth,Closed Won,5,10782,2022-08-02,2022-09-20,True,True,10782,49,31 a 60 dias,Q3 2022,2022-08,Q3 2022,False,5,2,1,0,0,3,1,60.0
DEAL-0472,COMP-0241,Aparecida,SMB,E-commerce,247,Growth,Proposal,3,10782,2023-11-23,,False,False,0,,Em andamento,Q4 2023,2023-11,,True,7,1,1,3,1,3,0,42.9
DEAL-0473,COMP-0024,Mendes S/A,Mid-Market,Healthtech,4790,Pro,Closed Lost,6,26982,2024-06-26,2024-10-01,True,False,0,97,Mais de 90 dias,Q2 2024,2024-06,Q4 2024,False,3,1,0,0,2,0,2,0.0
DEAL-0474,COMP-0066,Moraes Siqueira Ltda.,SMB,Fintech,3317,Enterprise,Closed Lost,6,83979,2023-10-27,2024-02-06,True,False,0,102,Mais de 90 dias,Q4 2023,2023-10,Q1 2024,False,6,2,1,1,1,6,0,100.0
DEAL-0475,COMP-0193,Pimenta,Mid-Market,Healthtech,593,Growth,Proposal,3,11381,2023-10-25,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,6,5,0,1,0,1,2,16.7
DEAL-0476,COMP-0206,Ramos Lima - ME,Mid-Market,Healthtech,757,Pro,Negotiation,4,17988,2024-02-08,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,7,1,3,1,0,3,1,42.9
DEAL-0477,COMP-0025,Rocha S.A.,SMB,Fintech,4184,Starter,Closed Lost,6,4776,2024-07-05,2024-10-21,True,False,0,108,Mais de 90 dias,Q3 2024,2024-07,Q4 2024,False,5,1,3,0,1,0,2,0.0
DEAL-0478,COMP-0180,Jesus Fernandes S/A,SMB,Healthtech,3931,Starter,Prospecting,1,3383,2023-08-06,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,9,4,1,2,1,4,3,44.4
DEAL-0479,COMP-0235,Pastor,Mid-Market,Fintech,622,Starter,Qualified,2,1990,2023-09-11,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,7,1,1,1,3,1,5,14.3
DEAL-0480,COMP-0178,Rocha Rios S.A.,Enterprise,Edtech,2403,Starter,Closed Lost,6,4577,2023-03-16,2023-06-11,True,False,0,87,61 a 90 dias,Q1 2023,2023-03,Q2 2023,False,5,1,1,1,1,3,0,60.0
DEAL-0481,COMP-0186,da Luz,Mid-Market,Healthtech,3700,Growth,Closed Won,5,2396,2024-11-13,2025-04-11,True,True,2396,149,Mais de 90 dias,Q4 2024,2024-11,Q2 2025,False,8,0,1,3,2,2,2,25.0
DEAL-0482,COMP-0231,Vasconcelos,Enterprise,Fintech,4067,Growth,Prospecting,1,2995,2023-12-30,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,10,3,1,3,1,5,2,50.0
DEAL-0483,COMP-0207,Costa Ramos Ltda.,SMB,E-commerce,2640,Growth,Proposal,3,5391,2023-05-27,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,5,0,2,0,0,2,3,40.0
DEAL-0484,COMP-0218,Pastor - ME,SMB,SaaS,3790,Enterprise,Closed Won,5,75981,2022-07-08,2022-12-08,True,True,75981,153,Mais de 90 dias,Q3 2022,2022-07,Q4 2022,False,4,2,0,1,0,2,2,50.0
DEAL-0485,COMP-0171,Fogaça,SMB,Healthtech,2229,Enterprise,Closed Lost,6,23994,2022-06-08,2022-09-06,True,False,0,90,61 a 90 dias,Q2 2022,2022-06,Q3 2022,False,8,3,1,0,2,1,3,12.5
DEAL-0486,COMP-0299,Melo,SMB,Edtech,3534,Pro,Negotiation,4,2998,2022-07-15,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,3,2,1,0,0,1,0,33.3
DEAL-0487,COMP-0164,Lima Rios - ME,SMB,Edtech,2273,Starter,Closed Won,5,2189,2024-02-21,2024-03-19,True,True,2189,27,Ate 30 dias,Q1 2024,2024-02,Q1 2024,False,4,2,1,0,1,2,0,50.0
DEAL-0488,COMP-0107,da Mota e Filhos,Mid-Market,E-commerce,3306,Enterprise,Proposal,3,15996,2024-06-08,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,4,1,1,1,0,1,1,25.0
DEAL-0489,COMP-0258,Oliveira,SMB,E-commerce,1086,Starter,Closed Lost,6,4179,2023-04-10,2023-10-01,True,False,0,174,Mais de 90 dias,Q2 2023,2023-04,Q4 2023,False,9,1,1,3,2,4,3,44.4
